# {"t_start": 1687708283.503118, "env_id": "Point2DLargeEnv-v1"} 
-10.0,50,41.677343
-9.0,50,41.710551
-7.0,50,41.743335
-3.0,50,41.776122
0.0,50,41.810491
-7.0,50,41.846402
-11.0,50,41.881516
-12.0,50,41.917633
-5.0,50,41.95282
-13.0,50,41.989959
-4.0,50,42.023809
-13.0,50,42.059821
-1.0,50,42.102026
-8.0,50,42.137349
-6.0,50,42.171829
0.0,50,42.202903
-7.0,50,42.236742
-12.0,50,42.270813
-6.0,50,42.3027
-14.0,50,42.33406
-5.0,50,42.364872
-9.0,50,42.394633
0.0,50,42.423971
-10.0,50,42.455318
-7.0,50,42.484472
-9.0,50,42.514066
-8.0,50,42.542905
-5.0,50,42.573699
-9.0,50,42.608872
-3.0,50,42.641466
-6.0,50,42.673827
0.0,50,42.705144
-6.0,50,42.734965
-11.0,50,42.763732
-9.0,50,42.793013
-9.0,50,42.81966
-10.0,50,42.849199
-15.0,50,42.880356
0.0,50,42.911708
-11.0,50,42.942088
-8.0,50,42.973458
-9.0,50,43.010001
-9.0,50,43.043899
-15.0,50,43.0751
-3.0,50,43.108428
-14.0,50,43.138338
-2.0,50,43.166413
-7.0,50,43.194201
-10.0,50,43.22428
0.0,50,43.252758
-11.0,50,43.281322
-9.0,50,43.311672
-16.0,50,43.342074
-10.0,50,43.370339
-7.0,50,43.397864
-12.0,50,43.426085
-10.0,50,43.455589
-10.0,50,43.483534
-1.0,50,43.512133
-7.0,50,43.542933
-16.0,50,43.573469
-9.0,50,43.605423
-11.0,50,43.634691
-4.0,50,43.664121
-14.0,50,43.692698
-3.0,50,43.722027
-7.0,50,43.753072
-4.0,50,43.78328
-1.0,50,43.812629
-11.0,50,43.842866
0.0,50,43.870291
-8.0,50,43.896688
-9.0,50,43.925077
-10.0,50,43.956173
-4.0,50,43.983289
-5.0,50,44.011191
-10.0,50,44.039251
-10.0,50,44.067882
-6.0,50,44.099153
-8.0,50,44.12781
-15.0,50,44.15739
-10.0,50,44.184459
-9.0,50,44.214413
-2.0,50,44.247951
-11.0,50,44.285562
-15.0,50,44.818097
-10.0,50,44.851334
0.0,50,44.888313
-10.0,50,44.923975
-1.0,50,44.961454
-7.0,50,44.995196
-6.0,50,45.024157
-5.0,50,45.054598
-9.0,50,45.084095
-9.0,50,45.118306
0.0,50,45.149988
-13.0,50,45.180782
-12.0,50,45.209903
-8.0,50,45.238852
-11.0,50,45.26906
-13.0,50,45.299867
-11.0,50,45.328844
0.0,50,45.360612
-10.0,50,45.392534
-16.0,50,45.426072
-9.0,50,45.463401
-4.0,50,45.499439
-13.0,50,45.53477
-9.0,50,45.56708
-15.0,50,45.602493
-6.0,50,45.639598
-7.0,50,45.677808
-13.0,50,45.713473
-3.0,50,45.750591
-14.0,50,45.786404
-12.0,50,45.815604
-2.0,50,45.845091
-14.0,50,45.876198
-18.0,50,45.90453
-13.0,50,45.93286
-8.0,50,45.962895
-11.0,50,45.992138
-1.0,50,46.020671
-5.0,50,46.056968
-4.0,50,46.094203
-8.0,50,46.133123
-11.0,50,46.165435
-13.0,50,46.197185
-11.0,50,46.227866
-2.0,50,46.260139
-11.0,50,46.293852
-4.0,50,46.331306
-13.0,50,46.362509
0.0,50,46.393203
-9.0,50,46.424057
-14.0,50,46.465236
-1.0,50,46.499489
-7.0,50,46.534274
-12.0,50,46.570635
-8.0,50,46.610105
-5.0,50,46.647721
-13.0,50,46.685875
-10.0,50,46.723657
-1.0,50,46.757892
-9.0,50,46.792209
-8.0,50,46.83019
-7.0,50,46.864712
-5.0,50,46.901742
-11.0,50,46.932337
-7.0,50,46.963358
-11.0,50,46.993072
-16.0,50,47.025086
-13.0,50,47.058393
-15.0,50,47.093138
-9.0,50,47.12463
-12.0,50,47.15734
-5.0,50,47.190497
-16.0,50,47.220197
-14.0,50,47.249761
-6.0,50,47.279971
-12.0,50,47.313421
-14.0,50,47.351943
0.0,50,47.388478
-8.0,50,47.421166
-13.0,50,47.451733
-7.0,50,47.480724
-11.0,50,47.512168
-5.0,50,47.543496
-9.0,50,47.579612
-8.0,50,47.620527
-7.0,50,47.656708
-7.0,50,47.6943
-13.0,50,47.729651
0.0,50,47.762669
0.0,50,47.793052
-7.0,50,47.823268
-9.0,50,47.854934
-15.0,50,47.88648
-13.0,50,47.915458
0.0,50,47.945789
-9.0,50,47.97628
-5.0,50,48.006746
-8.0,50,48.036463
0.0,50,48.066429
-3.0,50,48.099472
-15.0,50,48.597455
-5.0,50,48.633444
-10.0,50,48.666435
-12.0,50,48.696198
-13.0,50,48.726142
-4.0,50,48.756717
-12.0,50,48.786146
-8.0,50,48.81527
-8.0,50,48.844941
-3.0,50,48.87402
-13.0,50,48.903989
-8.0,50,48.935168
-13.0,50,48.965718
-11.0,50,48.999786
-12.0,50,49.031901
-14.0,50,49.064706
-4.0,50,49.095207
-15.0,50,49.125597
-7.0,50,49.153313
-7.0,50,49.181017
-7.0,50,49.208195
-12.0,50,49.236824
-8.0,50,49.266931
-4.0,50,49.29666
-9.0,50,49.33085
-6.0,50,49.36452
-11.0,50,49.398492
-3.0,50,49.433056
-6.0,50,49.466713
-5.0,50,49.50219
-9.0,50,49.535836
-10.0,50,49.563797
-11.0,50,49.591542
-14.0,50,49.625969
-13.0,50,49.656183
-10.0,50,49.682986
-5.0,50,49.709858
-14.0,50,49.737825
-8.0,50,49.765152
-9.0,50,49.793561
-15.0,50,49.822201
-9.0,50,49.852456
-10.0,50,49.885225
-11.0,50,49.918237
-9.0,50,49.949012
-13.0,50,49.984544
-1.0,50,50.019057
0.0,50,50.049864
-13.0,50,50.079086
-3.0,50,50.118235
-7.0,50,50.153441
-8.0,50,50.18811
-10.0,50,50.222698
-12.0,50,50.253963
-5.0,50,50.283134
-13.0,50,50.312188
-11.0,50,50.340721
-9.0,50,50.371074
-6.0,50,50.400142
-15.0,50,50.429407
-9.0,50,50.459264
-8.0,50,50.487388
-4.0,50,50.516644
0.0,50,50.548153
-13.0,50,50.580438
-11.0,50,50.615848
-9.0,50,50.647661
0.0,50,50.678648
-13.0,50,50.707881
-8.0,50,50.736201
-11.0,50,50.766936
-11.0,50,50.797746
-12.0,50,50.826109
-8.0,50,50.855337
-5.0,50,50.884542
-12.0,50,50.914336
-14.0,50,50.94397
0.0,50,50.973271
-14.0,50,51.003034
-10.0,50,51.031345
-11.0,50,51.061104
-12.0,50,51.091151
-6.0,50,51.122869
-10.0,50,51.155997
0.0,50,51.191016
-9.0,50,51.220168
-11.0,50,51.249753
-13.0,50,51.279767
-5.0,50,51.309722
-10.0,50,51.339466
-13.0,50,51.370898
-6.0,50,51.400008
-14.0,50,51.42976
-8.0,50,51.459266
-15.0,50,51.487603
-14.0,50,51.517032
-14.0,50,51.546006
-6.0,50,51.574863
-15.0,50,51.608307
-13.0,50,51.637065
-13.0,50,52.095129
-11.0,50,52.129253
-6.0,50,52.156657
-10.0,50,52.183144
-10.0,50,52.210679
-7.0,50,52.237879
-14.0,50,52.265036
-7.0,50,52.291293
-10.0,50,52.318297
-15.0,50,52.345818
-14.0,50,52.373388
-4.0,50,52.401294
-10.0,50,52.432497
-7.0,50,52.463345
-12.0,50,52.491796
-14.0,50,52.518795
0.0,50,52.54637
-8.0,50,52.574746
-11.0,50,52.606862
-16.0,50,52.637289
0.0,50,52.667189
-6.0,50,52.694429
-2.0,50,52.723118
-9.0,50,52.752621
-1.0,50,52.783325
-15.0,50,52.815122
-13.0,50,52.844102
-13.0,50,52.87213
-8.0,50,52.898274
-14.0,50,52.92447
-11.0,50,52.953472
-5.0,50,52.981468
-8.0,50,53.009618
-3.0,50,53.037805
-7.0,50,53.065718
-6.0,50,53.095847
-9.0,50,53.126391
-12.0,50,53.15555
-13.0,50,53.183676
0.0,50,53.210339
-13.0,50,53.237494
-9.0,50,53.266736
-9.0,50,53.296129
-13.0,50,53.323001
-4.0,50,53.350718
-8.0,50,53.379924
-14.0,50,53.407524
-9.0,50,53.434319
-6.0,50,53.46218
-13.0,50,53.489912
-3.0,50,53.516304
-3.0,50,53.54338
-6.0,50,53.572677
-17.0,50,53.613287
-14.0,50,53.654221
-8.0,50,53.694229
-12.0,50,53.725565
-13.0,50,53.7533
-4.0,50,53.781826
-7.0,50,53.810369
0.0,50,53.836837
-8.0,50,53.865745
-9.0,50,53.893386
-3.0,50,53.922521
-11.0,50,53.950945
0.0,50,53.979427
-11.0,50,54.006001
-3.0,50,54.032951
-3.0,50,54.062012
-4.0,50,54.08958
-6.0,50,54.117159
-8.0,50,54.14522
-11.0,50,54.173242
-10.0,50,54.202285
-15.0,50,54.231367
-14.0,50,54.260713
-14.0,50,54.291296
-12.0,50,54.322031
-9.0,50,54.353188
-14.0,50,54.383175
-15.0,50,54.410698
-8.0,50,54.437332
-9.0,50,54.465255
-6.0,50,54.491893
-10.0,50,54.519679
-10.0,50,54.549373
-11.0,50,54.578969
0.0,50,54.610737
-6.0,50,54.641838
-5.0,50,54.672757
-13.0,50,54.701496
-7.0,50,54.727901
-11.0,50,54.756128
0.0,50,54.7826
-4.0,50,54.8117
-13.0,50,54.839992
-11.0,50,54.8707
-2.0,50,54.904964
-7.0,50,54.934726
-12.0,50,54.962902
-12.0,50,55.432685
-8.0,50,55.463605
-6.0,50,55.493078
-9.0,50,55.526696
-7.0,50,55.560523
-11.0,50,55.596421
-9.0,50,55.62877
-17.0,50,55.661487
-13.0,50,55.690197
-7.0,50,55.71942
-10.0,50,55.749421
-12.0,50,55.779329
0.0,50,55.809354
-14.0,50,55.844605
-12.0,50,55.888457
-6.0,50,55.924023
-9.0,50,55.954829
-9.0,50,55.985809
-16.0,50,56.017511
-7.0,50,56.049156
-7.0,50,56.079386
-13.0,50,56.109025
-4.0,50,56.138216
-8.0,50,56.175742
0.0,50,56.210676
-10.0,50,56.240446
-6.0,50,56.268711
-8.0,50,56.301548
-11.0,50,56.32985
-7.0,50,56.357975
-9.0,50,56.399114
-11.0,50,56.431071
-5.0,50,56.466057
-16.0,50,56.547292
-11.0,50,56.612935
-6.0,50,56.673287
-7.0,50,56.722916
-9.0,50,56.762063
-17.0,50,56.803221
-8.0,50,56.838834
-4.0,50,56.879275
-12.0,50,56.920639
-2.0,50,56.959298
-15.0,50,56.994031
-3.0,50,57.028289
-4.0,50,57.061211
0.0,50,57.096268
-4.0,50,57.138963
-2.0,50,57.177282
-14.0,50,57.217064
-9.0,50,57.250216
-12.0,50,57.28782
-4.0,50,57.318089
0.0,50,57.349575
-11.0,50,57.387114
-1.0,50,57.416649
-16.0,50,57.447978
-5.0,50,57.479151
-7.0,50,57.510972
-12.0,50,57.543824
-9.0,50,57.576983
-9.0,50,57.609676
-6.0,50,57.643238
-14.0,50,57.674838
-8.0,50,57.707668
-7.0,50,57.739889
-9.0,50,57.772251
-10.0,50,57.804139
-10.0,50,57.839635
-5.0,50,57.87985
-5.0,50,57.915936
-7.0,50,57.949596
-1.0,50,57.982302
-4.0,50,58.015667
-14.0,50,58.047183
-13.0,50,58.078766
-5.0,50,58.107549
-5.0,50,58.13585
-17.0,50,58.163485
-7.0,50,58.19019
-10.0,50,58.216377
-13.0,50,58.243778
-4.0,50,58.270865
0.0,50,58.298461
-3.0,50,58.327909
-1.0,50,58.355414
0.0,50,58.391053
-2.0,50,58.420941
-12.0,50,58.450289
-6.0,50,58.481945
-9.0,50,58.510599
-7.0,50,58.539941
-12.0,50,58.571217
-10.0,50,58.601932
-15.0,50,58.630774
-5.0,50,58.660624
-6.0,50,58.691983
-12.0,50,58.725225
-11.0,50,58.756815
-15.0,50,58.787391
-7.0,50,59.288147
-11.0,50,59.320244
-8.0,50,59.352079
-6.0,50,59.387644
-14.0,50,59.419116
-2.0,50,59.451575
-6.0,50,59.48138
-8.0,50,59.512013
-11.0,50,59.541003
-10.0,50,59.57389
-7.0,50,59.608652
-12.0,50,59.64281
-13.0,50,59.676402
-10.0,50,59.705867
-4.0,50,59.735888
-5.0,50,59.765592
-11.0,50,59.794823
-11.0,50,59.824782
-12.0,50,59.85418
0.0,50,59.887442
-15.0,50,59.917013
-9.0,50,59.947344
-14.0,50,59.977041
-6.0,50,60.006893
-12.0,50,60.03714
-14.0,50,60.070044
0.0,50,60.101368
-13.0,50,60.132584
-13.0,50,60.161685
-14.0,50,60.192717
-8.0,50,60.222001
-13.0,50,60.253186
-8.0,50,60.283163
-7.0,50,60.314402
-6.0,50,60.344045
-7.0,50,60.377533
-11.0,50,60.412113
-2.0,50,60.446704
-12.0,50,60.477325
-17.0,50,60.507169
0.0,50,60.539675
-12.0,50,60.577092
0.0,50,60.612454
-6.0,50,60.648808
-3.0,50,60.686909
-2.0,50,60.722847
-14.0,50,60.760355
-7.0,50,60.790478
-11.0,50,60.819115
-11.0,50,60.848247
-6.0,50,60.881265
-16.0,50,60.913406
-16.0,50,60.945586
0.0,50,60.978377
-11.0,50,61.010827
-9.0,50,61.042794
-8.0,50,61.074322
-14.0,50,61.106083
-10.0,50,61.139013
-3.0,50,61.169719
-11.0,50,61.202167
-15.0,50,61.233061
-7.0,50,61.264593
-15.0,50,61.297054
-9.0,50,61.328698
-12.0,50,61.361693
-10.0,50,61.397027
-14.0,50,61.429034
-14.0,50,61.462261
-9.0,50,61.493264
-7.0,50,61.523303
-14.0,50,61.554003
-9.0,50,61.585445
0.0,50,61.614988
-4.0,50,61.644362
-11.0,50,61.673787
-13.0,50,61.7092
-4.0,50,61.744607
-10.0,50,61.775613
-17.0,50,61.804897
-9.0,50,61.834434
-3.0,50,61.870292
-8.0,50,61.909399
-3.0,50,61.944047
-5.0,50,61.979787
-7.0,50,62.01517
-14.0,50,62.050933
-15.0,50,62.085504
-4.0,50,62.117228
-12.0,50,62.146137
-15.0,50,62.175345
-8.0,50,62.20437
-7.0,50,62.231985
-9.0,50,62.260547
-17.0,50,62.289254
-3.0,50,62.318793
-5.0,50,62.349949
-16.0,50,62.387128
-4.0,50,62.422205
-2.0,50,62.45906
0.0,50,62.98841
-10.0,50,63.019195
-6.0,50,63.048897
-10.0,50,63.079497
-8.0,50,63.112937
-8.0,50,63.146735
-11.0,50,63.175907
-14.0,50,63.205486
-8.0,50,63.235568
-12.0,50,63.265459
-18.0,50,63.297221
-7.0,50,63.327314
-4.0,50,63.356749
-15.0,50,63.391987
-8.0,50,63.422009
-8.0,50,63.452947
-6.0,50,63.487062
-4.0,50,63.529827
-3.0,50,63.561273
-40.0,50,63.594185
-13.0,50,63.627577
-9.0,50,63.661372
-8.0,50,63.694665
-12.0,50,63.727559
-6.0,50,63.759454
-7.0,50,63.790352
0.0,50,63.834337
-8.0,50,63.883227
-7.0,50,63.921684
-11.0,50,63.961547
-13.0,50,63.994045
-12.0,50,64.026636
-11.0,50,64.059129
-4.0,50,64.089623
-10.0,50,64.120063
-12.0,50,64.150882
-50.0,50,64.181767
-3.0,50,64.213201
-15.0,50,64.251551
-12.0,50,64.289672
-6.0,50,64.326483
-12.0,50,64.363766
-7.0,50,64.403748
0.0,50,64.442854
-40.0,50,64.484925
-4.0,50,64.524776
-3.0,50,64.560323
-7.0,50,64.596343
-8.0,50,64.634868
-40.0,50,64.672442
-14.0,50,64.707629
-8.0,50,64.738683
-8.0,50,64.772352
-13.0,50,64.805766
-16.0,50,64.841131
-12.0,50,64.881733
-1.0,50,64.921792
-10.0,50,64.962772
-12.0,50,65.002726
-6.0,50,65.039455
-8.0,50,65.075452
-11.0,50,65.109052
-10.0,50,65.138697
-6.0,50,65.169596
-16.0,50,65.20063
-7.0,50,65.232137
-46.0,50,65.263319
-10.0,50,65.296064
-12.0,50,65.330397
-12.0,50,65.366846
-9.0,50,65.405453
-13.0,50,65.437197
-7.0,50,65.470714
-5.0,50,65.505198
-7.0,50,65.54087
-9.0,50,65.576283
-7.0,50,65.610183
-13.0,50,65.640617
-9.0,50,65.671708
-10.0,50,65.705107
-41.0,50,65.736137
-4.0,50,65.766737
-18.0,50,65.798414
-14.0,50,65.830454
-11.0,50,65.861
-8.0,50,65.895023
-9.0,50,65.925817
-5.0,50,65.957557
-2.0,50,65.988501
-9.0,50,66.018647
-4.0,50,66.049414
-14.0,50,66.080043
-14.0,50,66.108112
-4.0,50,66.135438
-2.0,50,66.162685
-12.0,50,66.191197
-5.0,50,66.219537
-11.0,50,66.248839
-5.0,50,66.277881
-12.0,50,66.305549
-8.0,50,66.783454
-8.0,50,66.821925
-8.0,50,66.86005
-10.0,50,66.898062
-15.0,50,66.930087
-5.0,50,66.962429
-14.0,50,66.992456
-14.0,50,67.019415
-8.0,50,67.049299
-8.0,50,67.07699
-8.0,50,67.106602
-10.0,50,67.135589
-16.0,50,67.164966
-8.0,50,67.194933
-14.0,50,67.224602
-9.0,50,67.256804
-12.0,50,67.294958
0.0,50,67.333046
-11.0,50,67.376856
-4.0,50,67.411809
-12.0,50,67.447126
-15.0,50,67.479195
-9.0,50,67.508391
-7.0,50,67.536226
-14.0,50,67.565609
0.0,50,67.595043
-9.0,50,67.623014
-12.0,50,67.65335
-7.0,50,67.68535
-13.0,50,67.720494
-3.0,50,67.756156
-2.0,50,67.791928
-12.0,50,67.824358
-7.0,50,67.860978
-8.0,50,67.900019
-7.0,50,67.935819
-7.0,50,67.971184
0.0,50,68.010146
-7.0,50,68.045048
-9.0,50,68.079785
-10.0,50,68.115044
-14.0,50,68.144958
-9.0,50,68.174758
-7.0,50,68.204844
-15.0,50,68.236753
-4.0,50,68.271841
-13.0,50,68.302151
-3.0,50,68.329443
-10.0,50,68.357078
-10.0,50,68.389771
-15.0,50,68.417739
-4.0,50,68.445137
-11.0,50,68.473706
-8.0,50,68.500852
-10.0,50,68.528045
-10.0,50,68.556266
-9.0,50,68.584768
-8.0,50,68.618173
-6.0,50,68.650359
-10.0,50,68.678255
-11.0,50,68.709713
-12.0,50,68.74318
-12.0,50,68.784166
-15.0,50,68.820004
-11.0,50,68.852965
-6.0,50,68.890174
-2.0,50,68.922871
-11.0,50,68.9511
-10.0,50,68.978505
-7.0,50,69.005556
-15.0,50,69.032279
-11.0,50,69.064769
-13.0,50,69.092334
-14.0,50,69.130014
-7.0,50,69.162678
0.0,50,69.190485
-14.0,50,69.218228
-16.0,50,69.247977
-7.0,50,69.276539
-9.0,50,69.302911
-16.0,50,69.330625
-11.0,50,69.358158
-10.0,50,69.391347
-16.0,50,69.418423
-16.0,50,69.446759
-10.0,50,69.476596
-4.0,50,69.504867
-15.0,50,69.53797
-14.0,50,69.572194
-8.0,50,69.605379
-3.0,50,69.63834
-16.0,50,69.671388
-11.0,50,69.699141
-9.0,50,69.727
-6.0,50,69.754344
-8.0,50,69.782092
-4.0,50,69.80966
-9.0,50,69.836679
-8.0,50,69.865228
-10.0,50,69.896916
-12.0,50,70.413995
-11.0,50,70.449083
-3.0,50,70.486801
-11.0,50,70.518791
-9.0,50,70.547822
-10.0,50,70.576616
-10.0,50,70.605059
0.0,50,70.633405
-11.0,50,70.661167
-7.0,50,70.689539
-33.0,50,70.719418
-9.0,50,70.749976
-11.0,50,70.780245
-11.0,50,70.810585
-9.0,50,70.843201
-10.0,50,70.879974
-12.0,50,70.91073
0.0,50,70.943272
-17.0,50,70.975741
0.0,50,71.00909
-13.0,50,71.040749
-9.0,50,71.0712
-13.0,50,71.101337
-7.0,50,71.129037
-3.0,50,71.156772
-9.0,50,71.184807
-12.0,50,71.212681
-7.0,50,71.240437
-14.0,50,71.2713
-11.0,50,71.302834
-11.0,50,71.337309
-1.0,50,71.371276
-10.0,50,71.403546
-14.0,50,71.436603
-9.0,50,71.469003
-6.0,50,71.502874
-6.0,50,71.53676
-12.0,50,71.567578
-11.0,50,71.59933
-2.0,50,71.630389
-3.0,50,71.660388
-4.0,50,71.690546
-13.0,50,71.720781
0.0,50,71.751828
-7.0,50,71.783221
-11.0,50,71.816204
-11.0,50,71.846113
-16.0,50,71.881612
-2.0,50,71.915029
-12.0,50,71.945824
-13.0,50,71.978432
-14.0,50,72.008715
-10.0,50,72.039874
-9.0,50,72.070199
-10.0,50,72.099445
-9.0,50,72.130219
-14.0,50,72.160925
-11.0,50,72.19036
-14.0,50,72.218386
-7.0,50,72.248621
-8.0,50,72.280491
-11.0,50,72.309294
-6.0,50,72.338778
-5.0,50,72.372242
-10.0,50,72.402478
-1.0,50,72.432818
-7.0,50,72.466917
-4.0,50,72.500144
-12.0,50,72.533574
-14.0,50,72.567908
-9.0,50,72.602962
-6.0,50,72.636953
-15.0,50,72.67119
-14.0,50,72.705446
-7.0,50,72.739957
-13.0,50,72.772882
-11.0,50,72.805581
-5.0,50,72.838901
-11.0,50,72.87319
-6.0,50,72.904068
-8.0,50,72.938303
-3.0,50,72.973021
-1.0,50,73.005575
-7.0,50,73.040761
-10.0,50,73.071289
-12.0,50,73.102047
-13.0,50,73.133781
-6.0,50,73.164076
-11.0,50,73.193774
-10.0,50,73.222178
-6.0,50,73.251173
-12.0,50,73.280797
-8.0,50,73.310551
-15.0,50,73.340667
-10.0,50,73.376384
-7.0,50,73.409519
-10.0,50,73.444295
-2.0,50,73.475554
-6.0,50,73.505085
-5.0,50,73.536334
-16.0,50,74.052895
-14.0,50,74.089384
0.0,50,74.125915
-10.0,50,74.161147
-10.0,50,74.193554
-5.0,50,74.222051
-12.0,50,74.249758
-13.0,50,74.278286
-37.0,50,74.306074
-6.0,50,74.33579
-13.0,50,74.365124
-3.0,50,74.399978
0.0,50,74.430301
-8.0,50,74.460873
-13.0,50,74.49277
0.0,50,74.525812
-12.0,50,74.560604
-5.0,50,74.598416
-7.0,50,74.635792
-12.0,50,74.673216
-11.0,50,74.702632
-11.0,50,74.732749
-15.0,50,74.762229
-7.0,50,74.793442
-14.0,50,74.824182
-7.0,50,74.8527
-6.0,50,74.88538
-39.0,50,74.912728
0.0,50,74.938689
-34.0,50,74.965915
-10.0,50,74.994157
-11.0,50,75.020814
-1.0,50,75.050221
-15.0,50,75.081943
-6.0,50,75.116233
-6.0,50,75.153785
-38.0,50,75.187303
-11.0,50,75.218411
-7.0,50,75.247602
-1.0,50,75.276665
-11.0,50,75.307052
-11.0,50,75.337869
-10.0,50,75.376683
-13.0,50,75.413769
-7.0,50,75.455012
0.0,50,75.493023
-37.0,50,75.531593
-11.0,50,75.570787
-13.0,50,75.606655
-3.0,50,75.638408
-10.0,50,75.668858
-12.0,50,75.699056
-9.0,50,75.729766
-7.0,50,75.765523
-39.0,50,75.801089
-50.0,50,75.836688
-11.0,50,75.871273
0.0,50,75.908874
-14.0,50,75.942695
-11.0,50,75.973019
-8.0,50,76.003818
-3.0,50,76.037663
-35.0,50,76.068372
-36.0,50,76.095717
-12.0,50,76.123626
-7.0,50,76.151652
0.0,50,76.179477
-8.0,50,76.206718
-13.0,50,76.235398
-2.0,50,76.264622
-6.0,50,76.293365
-47.0,50,76.326874
-13.0,50,76.362206
-9.0,50,76.407087
-4.0,50,76.443748
-12.0,50,76.475385
-50.0,50,76.50741
-13.0,50,76.537093
-15.0,50,76.566553
-8.0,50,76.597838
-9.0,50,76.629685
-43.0,50,76.659579
-7.0,50,76.691209
-2.0,50,76.722285
-10.0,50,76.753337
-10.0,50,76.784106
-14.0,50,76.814973
-8.0,50,76.845354
-9.0,50,76.879271
-9.0,50,76.913528
-11.0,50,76.942715
-14.0,50,76.969981
-10.0,50,76.997466
-10.0,50,77.02459
-2.0,50,77.051468
-13.0,50,77.080904
-15.0,50,77.111639
-7.0,50,77.143023
-4.0,50,77.173214
-12.0,50,77.203567
-14.0,50,77.688787
-7.0,50,77.721326
-2.0,50,77.750216
-3.0,50,77.792719
-13.0,50,77.834835
-14.0,50,77.883825
-12.0,50,77.916535
-8.0,50,77.948018
-10.0,50,77.978875
0.0,50,78.012177
-12.0,50,78.042356
-5.0,50,78.073081
-8.0,50,78.105808
-5.0,50,78.140519
-9.0,50,78.175258
-12.0,50,78.210387
-6.0,50,78.265409
0.0,50,78.341636
-10.0,50,78.381237
0.0,50,78.419618
-13.0,50,78.45612
-6.0,50,78.488656
0.0,50,78.520165
-3.0,50,78.551407
0.0,50,78.583001
-13.0,50,78.61536
-13.0,50,78.647068
-10.0,50,78.677722
-8.0,50,78.70998
-8.0,50,78.742144
-14.0,50,78.77434
